Submission ID,Respondent ID,Submitted at,Store Name,Kya staff nein price change ke baare mein inform kiya?,"Jaane ke pehle kabhi bhi,
kya customer nein,
item price ya total price ke liye bill check kiya?","Price ke baare mein, 
kya customer nein ek bhi word bola?","Kya kya bola? 
(multiple options select kar sakte hain)","Price ke baare mein, 
kya customer nein bina kuch bole, 
koi bhi reaction diya?","Kya kya reaction diye? 
(multiple options select kar sakte hain)",Bill ka kya hua?,Bill Number (if bill bana) or Patient ID (compulsory if bill nahin bana),Optional sawaal - aapki koi raay ya customer ke koi emotions?
OQ5kXJR,ja54xQY,2026-05-16 12:36:48,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154049,
Vp5DP1g,PdvE0Ad,2026-05-16 12:36:54,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196430,
9NDMQqV,PdvE0Ad,2026-05-16 12:44:47,Khar,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKRWT-196432,
zEDLDW8,PdvE0Ad,2026-05-16 12:51:37,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196436,
PR5k5e1,ja54xQY,2026-05-16 12:52:40,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-1540451,
ArLyLRz,ja54xQY,2026-05-16 12:53:05,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-1540452,
DqdMNoE,PdvE0Ad,2026-05-16 12:57:54,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196437,
dbxv67K,PdvE0Ad,2026-05-16 12:58:36,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196438,
Ged5reo,pbRdLAZ,2026-05-16 12:59:22,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394777,
bZxvle2,pbRdLAZ,2026-05-16 12:59:46,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394778,
X5WzqDg,ja54xQY,2026-05-16 13:09:56,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-1540453,
q5AvPP7,pbRdLAZ,2026-05-16 13:10:16,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394780,
7X2MoN2,PdvE0Ad,2026-05-16 13:14:22,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196439,
kb6vW96,PdvE0Ad,2026-05-16 13:19:01,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196440,
LDWkJyv,PdvE0Ad,2026-05-16 13:26:45,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196441,
peBv7gE,pbRdLAZ,2026-05-16 13:27:57,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394781,
5X1MqjZ,PdvE0Ad,2026-05-16 13:28:58,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196443,
ladvlMV,PdvE0Ad,2026-05-16 13:30:51,Khar,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196444,
o9MvVW1,PdvE0Ad,2026-05-16 13:32:48,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196445,
X5Wz10O,PdvE0Ad,2026-05-16 13:43:58,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196447,
9NDMRN5,PdvE0Ad,2026-05-16 13:48:14,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196449,
7X2Ma2P,ja54xQY,2026-05-16 13:49:02,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-1540456,
4axzpRr,PdvE0Ad,2026-05-16 13:56:25,Khar,No,Yes,Yes,Price pucha,,,No change. Jaisa ban na tha bana.,ZKRWT-196450,
peBvvV1,ja54xQY,2026-05-16 13:59:16,Colaba,No,No,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZCLBA-1540457,
zEDLLWR,PdvE0Ad,2026-05-16 13:59:55,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196451,
J1AMMZ7,PdvE0Ad,2026-05-16 14:01:10,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196452,
o9MvxgO,PdvE0Ad,2026-05-16 14:11:06,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196456,
o9MvpbX,PdvE0Ad,2026-05-16 14:18:40,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196458,
Kplkgpk,ja54xQY,2026-05-16 14:18:45,Colaba,No,No,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZCLBA-154060,
X5WzgQ4,ja54xQY,2026-05-16 14:21:28,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154061,
bZxvDX0,PdvE0Ad,2026-05-16 14:22:27,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196460,
Vp5DypJ,ja54xQY,2026-05-16 14:24:07,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154062,
WJ51dzP,PdvE0Ad,2026-05-16 14:24:49,Khar,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196462,
7X2M510,PdvE0Ad,2026-05-16 14:26:17,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196463,
q5Ave05,PdvE0Ad,2026-05-16 14:28:43,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196464,
Ged5jlL,pbRdLAZ,2026-05-16 14:35:31,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394789,
PR5kWXb,PdvE0Ad,2026-05-16 14:36:30,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196466,
DqdM9eN,pbRdLAZ,2026-05-16 14:41:20,Goregaon,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZGORE-394790,
ArLyNW0,ja54xQY,2026-05-16 14:42:08,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154063,
LDWkBoG,ja54xQY,2026-05-16 14:42:48,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154064,
jeQvX26,pbRdLAZ,2026-05-16 14:43:09,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394791,
e5evGKk,PdvE0Ad,2026-05-16 14:47:15,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196468,
5X1MYWN,PdvE0Ad,2026-05-16 14:49:48,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196470,
BEk0oBA,PdvE0Ad,2026-05-16 14:51:39,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196471,
NqWd2LQ,PdvE0Ad,2026-05-16 14:56:55,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196474,
J1AMEVJ,PdvE0Ad,2026-05-16 14:57:21,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196473,
bZxv1E1,ja54xQY,2026-05-16 14:58:44,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154067,K2fit dwa nhi thi toh wapas chali gyi system par dwa show nhi ho rha tha 
2jN792L,ja54xQY,2026-05-16 14:59:43,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154066,
LDWkLXp,pbRdLAZ,2026-05-16 15:01:52,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394792,
9NDMjJQ,pbRdLAZ,2026-05-16 15:02:14,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394794,
1W76aNl,PdvE0Ad,2026-05-16 15:07:45,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196476,
dbxgBLK,pbRdLAZ,2026-05-17 05:19:16,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394828,
PR54adV,pbRdLAZ,2026-05-17 05:19:47,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394830,
jeQgO11,ja54xQY,2026-05-17 05:27:26,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154084,
zEDOXbE,PdvE0Ad,2026-05-17 05:40:26,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196506,
jeQpDA4,PdvE0Ad,2026-05-17 05:42:36,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196507,
PR5gRbe,pbRdLAZ,2026-05-17 05:57:24,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394834,
zEDOE88,pbRdLAZ,2026-05-17 05:59:47,Goregaon,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Itna rate badha diya pehle kam tha",,,No change. Jaisa ban na tha bana.,ZGORE-394835,
4axqabo,pbRdLAZ,2026-05-17 06:00:06,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394836,
Qo5XMA7,PdvE0Ad,2026-05-17 06:12:10,Khar,No,Yes,No,Price pucha,No,,No change. Jaisa ban na tha bana.,ZKRWT-196510,
ArL0KMz,PdvE0Ad,2026-05-17 06:16:41,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196512,
Kplg5Yk,PdvE0Ad,2026-05-17 06:18:56,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196512,
RW5gDOp,ja54xQY,2026-05-17 06:41:58,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154086,
5X1Q1RE,PdvE0Ad,2026-05-17 06:57:43,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196514,
kb6pyRo,ja54xQY,2026-05-17 07:01:20,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154088,
aOYy6vB,PdvE0Ad,2026-05-17 07:02:17,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196515,
Qo5XAqp,PdvE0Ad,2026-05-17 07:10:48,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196516,
peBMAy8,PdvE0Ad,2026-05-17 07:13:39,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196518,
Gedg1aL,PdvE0Ad,2026-05-17 07:18:01,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196519,
yX9GxM0,ja54xQY,2026-05-17 07:27:51,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154090,
YjWgY4d,ja54xQY,2026-05-17 07:36:11,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154091,
o9MpV9M,pbRdLAZ,2026-05-17 07:50:15,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394846,
8NQWp6A,PdvE0Ad,2026-05-17 07:53:33,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196520,
OQ5gjBY,pbRdLAZ,2026-05-17 08:00:07,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394848,
vXypqG0,PdvE0Ad,2026-05-17 08:04:07,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196521,
Qo5Xvxk,PdvE0Ad,2026-05-17 08:14:10,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196522,
yX9GddB,ja54xQY,2026-05-17 08:30:01,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154093,
8NQWMBo,ja54xQY,2026-05-17 08:40:06,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154094,
X5Wg9BY,PdvE0Ad,2026-05-17 08:59:35,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196523,
9NDaxLQ,PdvE0Ad,2026-05-17 09:03:50,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196524,
rDApbV2,PdvE0Ad,2026-05-17 09:28:17,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196529,
GedgjPe,PdvE0Ad,2026-05-17 09:31:47,Khar,No,Yes,Yes,Kitna discount apply kiye?,,,No change. Jaisa ban na tha bana.,ZKRWT-196530,
4axqlaB,ja54xQY,2026-05-17 09:54:48,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154096,
8NQWbP5,pbRdLAZ,2026-05-17 09:57:18,Goregaon,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394867,
RW5g97v,PdvE0Ad,2026-05-17 10:14:20,Khar,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKRWT-196531,Noticed the price change and said bhav badata hi ja raha hai
rDAp4oR,PdvE0Ad,2026-05-17 10:15:54,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196532,
bZxDoW7,PdvE0Ad,2026-05-17 10:22:23,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196533,
9NDabQQ,PdvE0Ad,2026-05-17 10:42:41,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196535,
aOYy7D9,pbRdLAZ,2026-05-17 10:44:00,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394869,
gbMpRGP,PdvE0Ad,2026-05-17 10:49:39,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196536,
RW5gXY4,ja54xQY,2026-05-17 10:57:04,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154099,
ArL0oj0,ja54xQY,2026-05-17 10:58:15,Colaba,No,No,Yes,He want more discount,No,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZCLBA-154100,
kb6pDx6,ja54xQY,2026-05-17 10:59:05,Colaba,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154101,
jeQ2aEQ,PdvE0Ad,2026-05-17 11:11:37,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196537,
yX9kXdp,ja54xQY,2026-05-17 11:17:39,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154102,
0V65V5P,PdvE0Ad,2026-05-17 11:18:35,Khar,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Hairaan hue (eg ""Arre phir se rate badha diye?""), Reason poocha (eg ""Kyun badhaaya?"")",,,No change. Jaisa ban na tha bana.,,"4,4 din me rate bad zata haii customer words on price increase "
J1AYOyK,ja54xQY,2026-05-17 11:50:15,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154103,
GedyRWL,ja54xQY,2026-05-17 11:50:28,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154104,
8NQ5KAY,PdvE0Ad,2026-05-17 12:05:30,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196540,
vXybNPX,PdvE0Ad,2026-05-17 12:09:35,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196540,
DqdyVJZ,PdvE0Ad,2026-05-17 12:10:56,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196541,
4axdvWk,PdvE0Ad,2026-05-17 12:33:17,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196543,
8NQ5PJz,pbRdLAZ,2026-05-17 12:35:40,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394882,
DqdyJZR,pbRdLAZ,2026-05-17 12:36:14,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394883,
NqWyBYb,PdvE0Ad,2026-05-17 12:41:00,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196544,
4axdPD5,PdvE0Ad,2026-05-17 12:53:55,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196546,
jeQ25x1,PdvE0Ad,2026-05-17 12:57:01,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196547,
1W75D5M,ja54xQY,2026-05-17 12:58:45,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154105,
xVaB4EJ,ja54xQY,2026-05-17 12:59:02,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154106,
jeQ2549,ja54xQY,2026-05-17 12:59:22,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154108,
ArL5jNz,ja54xQY,2026-05-17 13:09:25,Colaba,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZCLBA-154107,
vXybd5v,ja54xQY,2026-05-17 13:09:59,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154109,
BEk5eG1,ja54xQY,2026-05-17 13:17:29,Colaba,No,Yes,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZCLBA-154110,
BEk569e,PdvE0Ad,2026-05-17 13:30:13,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196549,
peB956B,PdvE0Ad,2026-05-17 13:30:47,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196548,
PR5yglV,ja54xQY,2026-05-17 13:34:22,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154111,
PR5yg8Q,ja54xQY,2026-05-17 13:34:57,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154112,
rDAWp4R,ja54xQY,2026-05-17 13:37:04,Colaba,No,No,Yes,Kya discount lagaya hai,No,,No change. Jaisa ban na tha bana.,ZCLBA-154113,
M1zyg0M,PdvE0Ad,2026-05-17 13:37:17,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196552,
M1zygop,ja54xQY,2026-05-17 13:37:35,Colaba,No,No,No,,Yes,Head shake kiya ,No change. Jaisa ban na tha bana.,ZCLBA-154114,
LDWyyZG,PdvE0Ad,2026-05-17 13:38:00,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196551,
BEk5574,PdvE0Ad,2026-05-17 13:38:48,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196553,
vXybbA4,PdvE0Ad,2026-05-17 13:39:06,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196554,
peB996E,PdvE0Ad,2026-05-17 13:41:35,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196554,
8NQ5gNz,pbRdLAZ,2026-05-17 13:48:48,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394885,
X5WyvQP,PdvE0Ad,2026-05-17 13:51:41,Khar,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",Yes,,No change. Jaisa ban na tha bana.,ZKRWT-196555,Just asked about the price change 
8NQ5V5r,pbRdLAZ,2026-05-17 13:57:15,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394886,
vXybV14,PdvE0Ad,2026-05-17 13:57:20,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196556,
J1AYbPo,pbRdLAZ,2026-05-17 13:58:22,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394888,
0V650Dj,pbRdLAZ,2026-05-17 14:07:09,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394891,
9ND50PG,ja54xQY,2026-05-17 14:08:11,Colaba,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?""), Abhi pichle hafte hi toh leke gya rate kaise badh gya",,,No change. Jaisa ban na tha bana.,ZCLBA-154120,
bZxGRR2,ja54xQY,2026-05-17 14:08:31,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154119,
Kplyr2A,ja54xQY,2026-05-17 14:14:05,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154121,
M1zyjpX,pbRdLAZ,2026-05-17 14:14:16,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394892,
EqQYopq,pbRdLAZ,2026-05-17 14:14:46,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394893,
9ND5KPK,ja54xQY,2026-05-17 14:24:35,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154122,
bZxGJBL,PdvE0Ad,2026-05-17 14:25:58,Khar,No,Yes,Yes,Compared prices between branded and generic,,,Partial bana. Customer nein item kam kiye,ZKRWT-196557,"Cancel the venusia product saying I get it at low rate at other medical ,also cancelled the aidsartan AM tablet said that only price increases at zeno every month I am getting at same price at the other store they didn't say the price was increased "
Dqdy8jX,ja54xQY,2026-05-17 14:30:41,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154123,
4axdM5o,ja54xQY,2026-05-17 14:36:21,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154124,
2jN52LL,ja54xQY,2026-05-17 14:38:32,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154125,
xVaBGGy,ja54xQY,2026-05-17 14:41:33,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154126,Zeno coins me kuch accha sa gift do 
PR5yKNx,PdvE0Ad,2026-05-17 14:46:04,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196558,
WJ5dxEJ,ja54xQY,2026-05-17 14:47:58,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154127,
Vp5ykDM,pbRdLAZ,2026-05-17 14:55:24,Goregaon,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZGORE-394894,
YjWyL9W,ja54xQY,2026-05-17 14:55:29,Colaba,No,No,No,,No,,Customer was arguing because ushke pass company ke taraf se baat message ja rha hai jiske wajah se wo bahut gussa hai aur bol rha hai ki company ke upar case karunga,7488359550,
PR5yMBQ,pbRdLAZ,2026-05-17 14:59:45,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-394895,
aOYobPX,PdvE0Ad,2026-05-17 15:01:10,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196559,
4axy4j5,PdvE0Ad,2026-05-17 15:09:23,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196560,
dbx1bKr,ja54xQY,2026-05-17 15:15:18,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154128,
LDWND6l,ja54xQY,2026-05-17 15:15:32,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154129,
dbx1bVo,ja54xQY,2026-05-17 15:16:13,Colaba,No,No,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZCLBA-154130,
KplA7lM,ja54xQY,2026-05-18 05:20:30,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154148,
EqQGkzL,ja54xQY,2026-05-18 05:32:39,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154149,
e5eGqBk,ja54xQY,2026-05-18 05:34:28,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154150,
GedVKeL,eqKDBYx,2026-05-18 05:52:35,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68485,
WJ56rrv,ja54xQY,2026-05-18 05:53:00,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154151,
EqQG5G4,PdvE0Ad,2026-05-18 05:57:07,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196585,
WJ56RRL,eqKDBYx,2026-05-18 06:06:00,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68487,
Dqdo7JE,PdvE0Ad,2026-05-18 06:13:43,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196586,
Vp5azyv,ja54xQY,2026-05-18 06:15:21,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154154,
ArLYLoB,eqKDBYx,2026-05-18 06:29:14,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68491,
bZxM7O1,eqKDBYx,2026-05-18 06:31:05,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68492,
J1ArRaz,eqKDBYx,2026-05-18 06:46:38,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68495,
GedVDdz,eqKDBYx,2026-05-18 06:58:20,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68497,
xVa7N1d,PdvE0Ad,2026-05-18 07:10:36,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196591,
rDAQrRR,PdvE0Ad,2026-05-18 07:10:55,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196592,
zEDA0rR,ja54xQY,2026-05-18 07:14:14,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154163,
jeQr0g6,ja54xQY,2026-05-18 07:15:22,Colaba,No,Yes,Yes,Discount diya hai,,,No change. Jaisa ban na tha bana.,ZCLBA-154164,
ladjV26,eqKDBYx,2026-05-18 07:21:21,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68498,
vXyaEAA,PdvE0Ad,2026-05-18 07:23:44,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196593,
6D2YWPN,PdvE0Ad,2026-05-18 07:30:27,Khar,No,Yes,Yes,Merko modi ke store se 20 rs ka ka mil raha hai apa,,,No change. Jaisa ban na tha bana.,ZKRWT-196595,Merko modi ke store se 20 rs ka ka mil raha hai ap 5p
NqWxb1B,eqKDBYx,2026-05-18 07:31:43,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68500,
kb64J2M,PdvE0Ad,2026-05-18 07:32:06,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196596,
8NQY67A,PdvE0Ad,2026-05-18 07:32:20,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-196597,
4axYzrd,eqKDBYx,2026-05-18 07:38:12,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68501,
J1ArMM4,eqKDBYx,2026-05-18 07:39:53,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68502,
e5eGzvk,PdvE0Ad,2026-05-18 07:44:40,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-19600,
