Submission ID,Respondent ID,Submitted at,Store Name,Kya staff nein price change ke baare mein inform kiya?,"Jaane ke pehle kabhi bhi,
kya customer nein,
item price ya total price ke liye bill check kiya?","Price ke baare mein, 
kya customer nein ek bhi word bola?","Kya kya bola? 
(multiple options select kar sakte hain)","Price ke baare mein, 
kya customer nein bina kuch bole, 
koi bhi reaction diya?","Kya kya reaction diye? 
(multiple options select kar sakte hain)",Bill ka kya hua?,Bill Number (if bill bana) or Patient ID (compulsory if bill nahin bana),Optional sawaal - aapki koi raay ya customer ke koi emotions?
BEXGpNQ,ja54xQY,2026-05-21 12:35:14,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154488,
LDbdPRl,eqKDBYx,2026-05-21 12:39:00,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68899,
Vp0ZJPv,eqKDBYx,2026-05-21 12:39:41,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68900,
gb05GRM,GxXKrqe,2026-05-21 12:42:40,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152246,No
EqXPQpN,A7AJlde,2026-05-21 12:45:57,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515039,
Kp6M6oV,GxXKrqe,2026-05-21 12:47:18,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152247,No
M1bAbMg,A7AJlde,2026-05-21 12:48:14,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515040,"Extension of SANP-515039, Customer requested hardcopy of the bill."
YjQZQbN,GxXKrqe,2026-05-21 12:49:02,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152248,No
9NWdWeQ,A7AJlde,2026-05-21 12:49:32,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515041,
J1626N4,eqKDBYx,2026-05-21 12:49:49,Goregaon W SV Road,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,Zgwsv-68903,
layNNLo,ja54xQY,2026-05-21 12:51:14,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154489,
RW0zz9Q,GxXKrqe,2026-05-21 12:53:03,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152249,No
q5dbb6g,GxXKrqe,2026-05-21 12:53:24,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152250,No
aO6BxPq,eqKDBYx,2026-05-21 12:56:12,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68905,
YjQZdXJ,GxXKrqe,2026-05-21 12:59:55,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152252,No
rD6lVyL,A7AJlde,2026-05-21 13:00:55,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515045,
jeyBW04,GxXKrqe,2026-05-21 13:05:50,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152252,No
kbyYWJ1,A7AJlde,2026-05-21 13:06:05,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515046,
xVpdyly,GxXKrqe,2026-05-21 13:06:09,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152253,No
LDbdYgG,jaJ5ODJ,2026-05-21 13:06:38,Khanda Colony,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312358,
xVpdyGv,A7AJlde,2026-05-21 13:07:36,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515047,
QoDAJDA,GxXKrqe,2026-05-21 13:08:50,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152256,No
rD6ldJ2,GxXKrqe,2026-05-21 13:09:46,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152257,No
layN7vv,pbRdLAZ,2026-05-21 13:09:55,Goregaon,No,No,Yes,"40 se sidha 50 ho gya, Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZGORE-395429,
J162Jg4,pbRdLAZ,2026-05-21 13:10:18,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395431,
YjQZzGB,ja54xQY,2026-05-21 13:12:07,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154490,
peKLPLb,ja54xQY,2026-05-21 13:12:28,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154491,
bZ7l42E,ja54xQY,2026-05-21 13:13:05,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154492,
o9yA095,eqKDBYx,2026-05-21 13:15:26,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68907,
9NWd6ZE,A7AJlde,2026-05-21 13:15:46,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515048,
rD6lG6L,A7AJlde,2026-05-21 13:22:46,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515049,
2je414b,ja54xQY,2026-05-21 13:22:52,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154493,
DqNVAJE,jaJ5ODJ,2026-05-21 13:23:15,Khanda Colony,Yes,,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312361,
Ardl47e,A7AJlde,2026-05-21 13:25:24,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515050,
M1bA6bX,GxXKrqe,2026-05-21 13:26:05,Dhamankar Naka,No,No,No,,No,,Pilo go cream writing nhi smj rahi thi thn nhi hain bholey but customer kl aah jayega kl aah jayega thn number liye,No,Customer agr aged hain khuch nhi smj raaha manaah mth karo pehla pucho sir app liye hoon ek or medicine Lena thaa naam proper nhi tha card diye ghr jh kr photo bhejengy
2je4lvA,A7AJlde,2026-05-21 13:26:27,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515051,
gb05JYM,A7AJlde,2026-05-21 13:26:51,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515052,
EqXPZZ2,GxXKrqe,2026-05-21 13:26:59,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152258,No
db6Y8yA,ja54xQY,2026-05-21 13:28:02,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154494,
0VxEDPN,jaJ5ODJ,2026-05-21 13:29:41,Khanda Colony,Yes,,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312362,
Kp6MkvA,A7AJlde,2026-05-21 13:33:23,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515053,Was enquiring about coins and its redemption.
2je47WD,GxXKrqe,2026-05-21 13:34:37,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152260,No
Ardl92B,A7AJlde,2026-05-21 13:35:34,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515054,
o9yAzlO,pbRdLAZ,2026-05-21 13:36:43,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395436,
rD6lqjR,A7AJlde,2026-05-21 13:38:58,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515054,
aO6BlQb,GxXKrqe,2026-05-21 13:38:59,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152261,Green tea rakhoo bholeyy rkhty hain Nhii green tea
jeyBEEJ,jaJ5ODJ,2026-05-21 13:40:57,Khanda Colony,Yes,,No,,Yes,Hmm bola,No change. Jaisa ban na tha bana.,ZKHAN-312365,
layN45v,eqKDBYx,2026-05-21 13:41:07,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68908,
kbyYgyR,GxXKrqe,2026-05-21 13:43:16,Dhamankar Naka,No,No,No,,No,,Bana hi nahin. Customer chale gaye.,No,Febukstat 40 nahi chaiyee bhol rhy cipla ka atah hain waahi dooh leeford bhi nhi
7XWdj49,GxXKrqe,2026-05-21 13:43:51,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152262,No
yX6lggd,ja54xQY,2026-05-21 13:44:19,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154498,
PR6A4aQ,GxXKrqe,2026-05-21 13:45:29,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152263,No
OQzAgo8,pbRdLAZ,2026-05-21 13:47:25,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395437,
1Wlrxg4,eqKDBYx,2026-05-21 13:47:58,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68909,
4a82d8o,eqKDBYx,2026-05-21 13:49:59,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68910,
DqNVyxZ,eqKDBYx,2026-05-21 13:50:47,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68911,
zEqKvR1,GxXKrqe,2026-05-21 13:51:32,Dhamankar Naka,No,No,No,,No,,No system issue,ZBDHN_152265,
yX6lkKX,eqKDBYx,2026-05-21 13:52:35,Goregaon W SV Road,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68912,
aO6BgRE,jaJ5ODJ,2026-05-21 13:55:53,Khanda Colony,Yes,,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,,
QoDAWGk,GxXKrqe,2026-05-21 13:55:59,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152264,Tresiba price kithni hain iski 1400 key upr khuch tha less pouchey 1224 coin through or discount hojayegaa 39 rupiya 40 rupiya or kya hogha
db6Y4ad,ja54xQY,2026-05-21 13:56:50,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154500,
yX6lpYx,jaJ5ODJ,2026-05-21 13:57:04,Khanda Colony,Yes,,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312367,
8NKdgWl,jaJ5ODJ,2026-05-21 13:58:37,Khanda Colony,Yes,,No,,Yes,Hmm bola,No change. Jaisa ban na tha bana.,ZKHAN-312368,
4a82DbX,ja54xQY,2026-05-21 13:59:19,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154501,
J162bed,GxXKrqe,2026-05-21 14:01:49,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152265,No
Z9NdXMB,A7AJlde,2026-05-21 14:03:14,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515064,Customer requested hardcopy of the bill. Was angry witht he waiting time.
4a82Yer,A7AJlde,2026-05-21 14:07:20,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515066,
4a820yX,A7AJlde,2026-05-21 14:09:53,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515068,
Kp6M2Ek,jaJ5ODJ,2026-05-21 14:10:36,Khanda Colony,Yes,,No,,Yes,Hmm bola,No change. Jaisa ban na tha bana.,ZKHAN-312369,
Vp0Z7gN,pbRdLAZ,2026-05-21 14:10:53,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395439,
o9yA8Eb,ja54xQY,2026-05-21 14:11:31,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154502,
xVpd8M5,ja54xQY,2026-05-21 14:11:46,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154503,
QoDANzl,A7AJlde,2026-05-21 14:12:56,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515067,Was enquiring about coupons.
QoDAlxp,jaJ5ODJ,2026-05-21 14:16:15,Khanda Colony,No,No,No,,Yes,Hmm bola,No change. Jaisa ban na tha bana.,ZKHAN-312370,
Vp0ZOaj,eqKDBYx,2026-05-21 14:17:19,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68913,
5XzdABd,A7AJlde,2026-05-21 14:18:27,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515069,Customer requested hardcopy of the bill.
9NWdKZ4,eqKDBYx,2026-05-21 14:18:54,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68914,
DqNVGVE,eqKDBYx,2026-05-21 14:19:19,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68915,
2je46O9,eqKDBYx,2026-05-21 14:20:00,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68916,
bZ7lp9g,A7AJlde,2026-05-21 14:22:28,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515070,
5Xzd7zP,A7AJlde,2026-05-21 14:23:01,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515071,
4a826vd,jaJ5ODJ,2026-05-21 14:23:23,Khanda Colony,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN-312372,
J162PGo,A7AJlde,2026-05-21 14:24:14,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515072,
EqXP20N,ja54xQY,2026-05-21 14:26:59,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154504,
1WlrLJO,ja54xQY,2026-05-21 14:27:16,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154505,
8NKdXAo,ja54xQY,2026-05-21 14:27:33,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154506,
Vp0ZKag,A7AJlde,2026-05-21 14:28:37,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515073,
GezrMeQ,A7AJlde,2026-05-21 14:29:49,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515074,
vXANRBD,A7AJlde,2026-05-21 14:30:39,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515076,
BEXGvV1,A7AJlde,2026-05-21 14:32:10,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515077,
QoDALJG,A7AJlde,2026-05-21 14:35:02,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515078,
ArdlZNN,A7AJlde,2026-05-21 14:36:21,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515079,
q5db6Q8,ja54xQY,2026-05-21 14:36:34,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154508,
BEXGNR1,ja54xQY,2026-05-21 14:36:46,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154509,
db6YBPN,A7AJlde,2026-05-21 14:38:33,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515081,
xVpdOlv,ja54xQY,2026-05-21 14:39:23,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154510,
EqXPyEN,ja54xQY,2026-05-21 14:39:58,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154511,
yX6lWl4,eqKDBYx,2026-05-21 14:42:01,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68917,
WJNAvMP,ja54xQY,2026-05-21 14:42:28,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154512,
0VxEp4Z,jaJ5ODJ,2026-05-21 14:44:22,Khanda Colony,Yes,,No,,Yes,Hmm bola,No change. Jaisa ban na tha bana.,ZKHAN-312376,
Nq6AKRW,A7AJlde,2026-05-21 14:46:34,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515084,
layNogV,ja54xQY,2026-05-21 14:46:52,Colaba,No,No,No,,Yes,Eye brow upar ki,No change. Jaisa ban na tha bana.,ZCLBA-154513,
OQzAp6R,A7AJlde,2026-05-21 14:47:55,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515086,
db6AqdD,pbRdLAZ,2026-05-21 14:48:58,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395443,
7XWDlVR,pbRdLAZ,2026-05-21 14:49:32,Goregaon,No,No,No,,No,,Partial bana. Customer nein item kam kiye,ZGORE-395445,
Gez1vQp,A7AJlde,2026-05-21 14:50:00,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515087,
rD6KyRp,jaJ5ODJ,2026-05-21 14:50:45,Khanda Colony,Yes,,No,,Yes,Hmm bola,No change. Jaisa ban na tha bana.,ZKHAN-312380,
LDbG1ry,A7AJlde,2026-05-21 14:51:14,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515088,
yX6yPjX,A7AJlde,2026-05-21 14:53:27,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515089,
xVpQXzr,A7AJlde,2026-05-21 14:53:46,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515090,
Nq6Vqqj,A7AJlde,2026-05-21 14:55:35,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515091,
zEqzEBa,ja54xQY,2026-05-21 14:58:05,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154514,
WJNoJLJ,ja54xQY,2026-05-21 14:58:21,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154515,
2jekX99,ja54xQY,2026-05-21 15:01:26,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154516,
yX6yMOB,ja54xQY,2026-05-21 15:01:51,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154519,
PR6EDYe,A7AJlde,2026-05-21 15:03:28,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515092,
EqX15V2,ja54xQY,2026-05-21 15:05:01,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154518,
xVpQMR5,ja54xQY,2026-05-21 15:07:46,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154519,
peKAyzJ,A7AJlde,2026-05-21 15:08:00,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515093,
jeyM6pE,jaJ5ODJ,2026-05-21 15:08:15,Khanda Colony,Yes,,No,,Yes,Head shake kiya ,No change. Jaisa ban na tha bana.,ZKHAN-312388,
WJNoEda,ja54xQY,2026-05-21 15:08:19,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154520,
o9yBeLM,jaJ5ODJ,2026-05-21 15:08:53,Khanda Colony,Yes,,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN-312389,
RW04oPJ,ja54xQY,2026-05-21 15:10:16,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154521,
DqN1pvp,A7AJlde,2026-05-21 15:10:56,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515094,
e56AaYo,A7AJlde,2026-05-21 15:15:12,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515095,
Z9NV2Le,A7AJlde,2026-05-21 15:15:55,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515096,
4a8kK6X,A7AJlde,2026-05-21 15:16:25,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515097,
rD6KP0l,A7AJlde,2026-05-21 15:18:21,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515098,
Nq6Vo8B,ja54xQY,2026-05-21 15:18:27,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154522,
OQzPGoK,A7AJlde,2026-05-21 15:18:43,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515099,
PR6EOLP,pbRdLAZ,2026-05-21 15:19:31,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395448,
J16RzEr,A7AJlde,2026-05-21 15:19:46,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515100,
LDbGprl,pbRdLAZ,2026-05-21 15:20:06,Goregaon,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZGORE-395449,
jeyMQZE,A7AJlde,2026-05-21 15:20:51,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515101,Customer requested hardcopy of the bill.
q5dBAg7,A7AJlde,2026-05-21 15:22:48,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515102,
Nq6VAWl,ja54xQY,2026-05-21 15:28:43,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154523,
ArdJ8RN,jaJ5ODJ,2026-05-21 15:36:35,Khanda Colony,Yes,,No,,Yes,Hmm bola,No change. Jaisa ban na tha bana.,ZKHAN-312396,
zEqzZGk,jaJ5ODJ,2026-05-21 15:38:27,Khanda Colony,No,Yes,No,,Yes,Hmm bola,No change. Jaisa ban na tha bana.,ZKHAN-312396,
rD6KV8M,jaJ5ODJ,2026-05-21 15:39:12,Khanda Colony,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN312395,
bZ7kr91,jaJ5ODJ,2026-05-21 15:40:05,Khanda Colony,No,No,No,,Yes,Hmm bola,No change. Jaisa ban na tha bana.,ZKHAN312394,
9NW12kY,jaJ5ODJ,2026-05-21 15:55:11,Khanda Colony,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZKHAN312398,
RW04vdQ,jaJ5ODJ,2026-05-21 15:56:03,Khanda Colony,Yes,,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN312396,
zEqz221,jaJ5ODJ,2026-05-21 15:57:14,Khanda Colony,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZKHAN312395,
WJNYlQj,GxXKrqe,2026-05-22 04:16:43,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152326,No
zEqJ2o0,GxXKrqe,2026-05-22 04:25:00,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152327,No
X5DY8M4,GxXKrqe,2026-05-22 04:30:17,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152328,No
4a8vOpr,GxXKrqe,2026-05-22 04:52:19,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152330,No
1WlvBxb,GxXKrqe,2026-05-22 05:00:07,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152332,No 
PR6YgP5,GxXKrqe,2026-05-22 05:13:13,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152334,No
Vp0Yddv,GxXKrqe,2026-05-22 05:13:34,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152235,No
PR6YgaB,GxXKrqe,2026-05-22 05:15:59,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152336,No
xVpyLlG,GxXKrqe,2026-05-22 05:33:27,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152337,No
1WlvzkM,GxXKrqe,2026-05-22 05:37:20,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152339,No
xVpyEpE,GxXKrqe,2026-05-22 05:38:17,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152339,No
xVpyEyd,GxXKrqe,2026-05-22 05:38:53,Dhamankar Naka,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDHN_152338,No
yX6vAX8,PdvE0Ad,2026-05-22 05:49:44,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-197144,
bZ7rRre,PdvE0Ad,2026-05-22 05:51:25,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-197145,
rD6L9Jp,pbRdLAZ,2026-05-22 05:52:27,Goregaon,No,No,Yes,Itna rate badha diya,,,No change. Jaisa ban na tha bana.,ZGORE-395455,
Z9NYke5,eqKDBYx,2026-05-22 05:52:46,Goregaon W SV Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,Zgwsv-68961,
kbyWjpr,PdvE0Ad,2026-05-22 05:53:18,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-197146,
J16DjrR,A7AJlde,2026-05-22 05:53:58,Sanpada,No,No,Yes,Was shocked by hearing the price of the strip but still ordered 2 more in next bill.,,,No change. Jaisa ban na tha bana.,SANP-515174,
1Wlv0LW,PdvE0Ad,2026-05-22 05:54:51,Khar,No,Yes,No,,No,,No change. Jaisa ban na tha bana.,ZKRWT-197147,
aO6EJ79,A7AJlde,2026-05-22 05:55:19,Sanpada,No,No,Yes,Same as SANP-515174,,,No change. Jaisa ban na tha bana.,SANP-515176,Extension of bill SANP-515174.
rD6L8BX,A7AJlde,2026-05-22 05:56:20,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515173,
0Vxvqe9,PdvE0Ad,2026-05-22 05:56:45,Khar,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,Partial bana. Customer nein item kam kiye,ZKRWT-197141,Customer wanted to buy 6 strips but noticed the price change and took only 3 strips
M1bYjvX,A7AJlde,2026-05-22 05:58:17,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515177,
zEqJ811,gDYAZLO,2026-05-22 05:58:35,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356901,
zEqJ8d8,gDYAZLO,2026-05-22 05:58:53,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRA-356902,
Vp0YWdN,gDYAZLO,2026-05-22 05:59:14,Bandra Hill Road,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",,,No change. Jaisa ban na tha bana.,ZBDRA-356903,
db6jJ1D,gDYAZLO,2026-05-22 05:59:30,Bandra Hill Road,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZBDRa-356904,
LDbY4Qj,GxXKrqe,2026-05-22 06:01:12,Dhamankar Naka,No,No,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",Yes,Hmm bola,No change. Jaisa ban na tha bana.,ZBDHN_15,
rD6LMjM,A7AJlde,2026-05-22 06:01:34,Sanpada,No,No,No,,No,,No change. Jaisa ban na tha bana.,SANP-515178,
LDbYLWz,GxXKrqe,2026-05-22 06:02:31,Dhamankar Naka,No,Yes,Yes,"Confirm kiya (eg ""Rate badha hai kya?"")",No,,No change. Jaisa ban na tha bana.,ZBDHN_152342,No
gb0Z6AJ,ja54xQY,2026-05-22 06:02:58,Colaba,No,No,No,,No,,No change. Jaisa ban na tha bana.,ZCLBA-154543,
